hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,120255712681770771,ACTIVE,200,10.79,223,8,7,3,2,81.2
00,120248854598290455,ACTIVE,1092,6.63,160,5,5,1,1,34.95
00,120246544819180686,ACTIVE,555,6.51,67,2,2,0,0,0
00,120248764599250589,ACTIVE,578,6.14,76,0,1,0,0,0
00,120250057126780389,ACTIVE,73,5.99,34,1,3,0,0,0
00,120247583319740586,ACTIVE,1000,5.21,100,6,6,0,0,0
00,120249287169520455,ACTIVE,1091,4.97,124,4,3,0,0,0
00,120249843765220065,ACTIVE,2080,4.88,65,1,4,1,0,0
00,120241066464020065,ACTIVE,606,4.49,104,2,2,1,1,29.98
00,120249529674920126,ACTIVE,1000,4.06,63,4,4,1,0,0
00,120249286765290368,ACTIVE,200,4,97,2,4,1,1,38.98
00,120248722531060455,ACTIVE,360,3.91,52,3,4,0,0,0
00,120247139480370564,ACTIVE,500,3.66,113,2,3,0,0,0
00,120244480112510436,ACTIVE,586,3.65,169,5,9,0,0,0
00,120250429106170100,ACTIVE,1200,3.64,56,1,2,1,0,0
00,120251662130490279,ACTIVE,80,3.5,22,1,1,0,0,0
00,120242694742870146,ACTIVE,490,3.48,61,4,4,3,1,75.22
00,120242301213170065,ACTIVE,503,3.45,102,0,0,1,1,31.979999999999997
00,120246610839630125,ACTIVE,355,3.3,85,0,2,0,0,0
00,120248800044910751,ACTIVE,550,3.23,147,1,2,0,0,0
00,120250109955700695,ACTIVE,350,3.2,85,3,3,0,0,0
00,120251047356610589,ACTIVE,412,3.2,56,0,1,0,0,0
00,120250659742440100,ACTIVE,500,3.18,86,2,3,0,0,0
00,120248779000920509,ACTIVE,80,3,43,1,1,0,0,0
00,120244823852300686,ACTIVE,200,2.87,20,1,2,1,1,29.979999999999997
00,120245031811820436,ACTIVE,228,2.78,128,2,3,0,0,0
00,120249484643470425,ACTIVE,100,2.76,18,0,0,0,0,0
00,120247744471790241,ACTIVE,300,2.76,65,2,3,1,1,66.47999999999999
00,120250210018830100,ACTIVE,500,2.71,80,2,4,1,0,0
00,120249999663760100,ACTIVE,500,2.69,104,3,4,0,0,0
00,120245837898990436,ACTIVE,156,2.67,69,3,5,2,2,136.44
00,120245545428730146,ACTIVE,298,2.53,56,1,1,0,0,0
00,120250853301220392,ACTIVE,100,2.48,20,2,1,0,0,0
00,120248089703400629,ACTIVE,112,2.46,65,1,0,0,0,0
00,120249953993870065,ACTIVE,128,2.36,13,2,2,0,0,0
