hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,120245201694370686,ACTIVE,100,15.51,245,4,10,2,1,51.22
00,120247136451350725,ACTIVE,2000,10.86,377,7,8,1,1,86.55
00,120248499654060043,ACTIVE,450,10.7,142,11,12,2,2,69.80000000000001
00,120258095185070586,PAUSED,100,10.02,132,5,5,0,0,0
00,120248563890830642,ACTIVE,400,9.21,83,2,2,0,0,0
00,120245087420500146,ACTIVE,1000,9.01,209,2,5,0,0,0
00,120244164741820146,ACTIVE,391,8.3,79,1,3,0,0,0
00,120248800044910751,ACTIVE,135,8.21,209,3,5,2,1,24.98
00,120246828454030629,ACTIVE,683,7.2,116,5,6,1,1,135.8
00,120252248120960722,ACTIVE,40,6.96,57,0,4,0,0,0
00,120246985309150320,ACTIVE,440,6.87,103,3,2,1,1,34.07
00,120246058017990436,ACTIVE,388,6.56,142,4,5,0,0,0
00,120247389999270241,ACTIVE,460,5.91,251,4,3,0,0,0
00,120249287169520455,ACTIVE,516,5.42,141,4,5,1,0,0
00,120248170097870629,ACTIVE,100,5.39,34,0,0,0,0,0
00,120249177863580455,ACTIVE,658,5.25,161,2,6,2,2,95.36
00,120248166981820509,ACTIVE,709,4.98,204,5,5,1,1,34.980000000000004
00,120247957196080629,ACTIVE,100,4.69,42,2,3,2,1,89.36999999999999
00,120245282912580630,ACTIVE,750,4.58,95,2,3,0,0,0
00,120249474040130389,ACTIVE,100,4.35,129,5,5,0,0,0
00,120249537081420065,ACTIVE,200,4.22,97,2,3,0,0,0
00,120247380152830677,ACTIVE,432,4.16,120,2,2,0,0,0
00,120247046282150533,ACTIVE,101,3.97,163,1,4,0,1,24.979999999999997
00,120239930892250650,ACTIVE,200,3.89,27,1,3,1,0,0
00,120244643680750544,ACTIVE,400,3.85,120,1,1,0,0,0
00,120250270342280100,ACTIVE,158,3.7,33,1,3,2,1,66.15
00,120247380153090677,ACTIVE,386,3.64,147,4,7,1,0,0
00,120248722531060455,ACTIVE,394,3.61,102,3,3,0,0,0
00,120248207800710629,ACTIVE,100,3.51,69,1,1,0,0,0
00,120249247871220425,ACTIVE,90,3.51,34,0,0,0,0,0
00,120244823852300686,ACTIVE,883,3.49,66,1,1,0,0,0
00,120253854767370211,ACTIVE,200,3.46,34,0,0,0,0,0
00,120246676754100650,ACTIVE,100,3.42,8,1,0,1,1,61.56999999999999
00,120243986668280589,ACTIVE,800,3.36,91,4,4,0,0,0
00,120248444259380455,ACTIVE,300,3.25,103,2,2,0,0,0
00,120245172037500146,ACTIVE,210,3.2,67,0,0,0,0,0
00,120245262034660146,ACTIVE,500,3.19,121,2,4,0,0,0
00,120248184540550090,ACTIVE,325,3.09,65,1,1,0,0,0
00,120246638474110175,ACTIVE,725,3.04,46,0,2,1,1,41.93
00,120250354465080603,ACTIVE,150,3.01,46,0,0,0,0,0
00,120250014496850229,ACTIVE,600,2.94,48,1,2,1,0,0
00,120248574839550695,ACTIVE,243,2.91,128,2,3,0,0,0
00,120252064052550709,ACTIVE,500,2.89,62,1,2,0,0,0
00,120251425264570709,ACTIVE,80,2.88,35,0,1,0,0,0
00,120245837898990436,ACTIVE,100,2.88,57,1,1,0,0,0
00,120248484683390090,ACTIVE,1000,2.87,46,1,1,0,0,0
00,120249172433610425,ACTIVE,475,2.77,43,3,3,0,0,0
00,120249232068930561,ACTIVE,100,2.73,93,4,3,0,0,0
00,120244034916020436,ACTIVE,301,2.69,102,4,3,0,0,0
00,120244963455410686,ACTIVE,80,2.69,19,1,1,0,0,0
00,120250449834830589,ACTIVE,158,2.66,32,0,2,0,0,0
00,120248207800680629,ACTIVE,100,2.63,66,0,0,0,0,0
00,120247066173290752,ACTIVE,300,2.6,96,2,5,1,1,26.979999999999997
00,120246957592250177,ACTIVE,100,2.58,38,1,1,1,1,89.94000000000001
00,120248502959590043,ACTIVE,200,2.51,40,2,3,0,0,0
00,120250790045220586,ACTIVE,100,2.46,72,0,1,1,1,50.31
00,120247335070640389,ACTIVE,100,2.45,59,2,4,0,0,0
00,120245179332800129,ACTIVE,200,2.42,68,1,1,0,0,0
00,120246961147480177,ACTIVE,100,2.4,33,1,1,0,0,0
00,120249020782530389,ACTIVE,300,2.4,63,2,3,1,0,0
00,120245882219820678,ACTIVE,354,2.38,45,3,4,1,0,0
00,120249474201110389,ACTIVE,100,2.36,51,2,3,0,0,0
00,120248287670430214,ACTIVE,220,2.31,42,1,1,0,0,0
00,120245972443720177,ACTIVE,226,2.28,41,1,1,0,0,0
00,120249222252410065,ACTIVE,383,2.27,51,1,1,0,0,0
00,120248320516160509,ACTIVE,301,2.24,30,0,1,1,0,0
00,120248388520260291,ACTIVE,300,2.22,50,3,2,0,0,0
00,120245837627100436,ACTIVE,100,2.21,97,0,2,0,0,0
00,120250285289280319,ACTIVE,320,2.2,81,3,3,0,0,0
