hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,120245878024160146,ACTIVE,326,13.75,541,18,21,0,0,0
00,120246457864390686,ACTIVE,353,13.52,101,5,4,0,0,0
00,120249286008110751,ACTIVE,229,12.02,257,8,9,2,2,66.95
00,120245031811820436,ACTIVE,1050,10.13,409,9,12,0,0,0
00,120245837898990436,ACTIVE,924,9.39,362,9,10,0,0,0
00,120250857934900725,ACTIVE,1500,8.59,234,4,9,0,0,0
00,120250251299630389,ACTIVE,74,6.98,114,4,6,0,0,0
00,120249855268710455,ACTIVE,1554,6.68,154,0,1,0,0,0
00,120245815157520129,ACTIVE,270,6.62,109,6,8,1,0,0
00,120247384368960172,ACTIVE,850,6.43,79,1,2,0,0,0
00,120250296535810100,ACTIVE,565,6.32,136,2,3,0,0,0
00,120250251299600389,ACTIVE,74,6.21,97,3,2,0,0,0
00,120245514271740065,ACTIVE,370,6.14,33,2,2,0,1,31.98
00,120244270293390320,ACTIVE,700,5.94,148,4,7,0,0,0
00,120245557729330686,ACTIVE,195,5.93,65,1,3,0,0,0
00,120249897412970455,ACTIVE,479,5.87,101,5,7,1,1,60.41
00,120251396286540589,ACTIVE,273,5.61,10,0,0,0,0,0
00,120246729148030125,ACTIVE,1050,5.38,120,1,1,1,0,0
00,120248665770500629,ACTIVE,300,5.21,64,3,2,0,0,0
00,120251280416620589,ACTIVE,874,5.2,127,3,3,2,0,0
00,120245481989440065,ACTIVE,483,5.03,122,2,3,1,1,31.98
00,120248764599250589,ACTIVE,754,4.89,68,1,1,0,0,0
00,120245878022610146,ACTIVE,500,4.84,201,6,9,0,0,0
00,120249286008100751,ACTIVE,389,4.83,177,2,5,1,1,25.970000000000002
00,120247380153090677,ACTIVE,340,4.81,162,3,4,1,1,70.02
00,120248855168720455,ACTIVE,916,4.65,82,2,3,0,0,0
00,120241066464020065,ACTIVE,984,4.57,186,1,2,0,0,0
00,120248857694860291,ACTIVE,800,4.54,57,3,6,0,0,0
00,120247205366420177,ACTIVE,475,4.47,40,3,4,0,0,0
00,120248810047820509,ACTIVE,800,4.47,98,4,4,0,0,0
00,120249350342560751,ACTIVE,80,4.45,76,0,0,0,0,0
00,120246243213280686,ACTIVE,802,4.22,80,2,4,0,0,0
00,120252043483350057,ACTIVE,330,4.05,19,0,0,0,0,0
00,120252669244990404,ACTIVE,496,4.02,40,0,1,0,0,0
00,120249651103010642,ACTIVE,126,3.98,32,2,2,1,0,0
00,120245873479890146,ACTIVE,359,3.95,145,2,2,0,0,0
00,120249798276470455,ACTIVE,686,3.95,127,1,2,0,0,0
00,120248377192890629,ACTIVE,100,3.92,244,0,1,0,0,0
00,120248503550720175,ACTIVE,778,3.91,82,0,0,0,0,0
00,120249796843930455,ACTIVE,701,3.63,110,2,4,0,0,0
00,120250857934870725,ACTIVE,500,3.54,65,2,2,2,1,86.55000000000001
00,120249786479970065,ACTIVE,385,3.48,63,2,5,2,1,31.98
00,120249133489610303,ACTIVE,200,3.43,52,5,6,1,1,68.93
00,120248854598290455,ACTIVE,375,3.34,65,1,1,0,0,0
00,120249737694570455,ACTIVE,588,3.24,55,1,1,0,0,0
00,120249973654180455,ACTIVE,606,3.2,52,2,1,0,0,0
00,120251951063460769,ACTIVE,80,3.17,48,1,1,0,0,0
00,120249497633180126,ACTIVE,205,3.13,43,3,4,1,1,29.98
00,120248947548510509,ACTIVE,80,3.12,49,1,0,0,0,0
00,120249525301790564,ACTIVE,500,3.08,88,1,1,0,0,0
00,120249676548660425,ACTIVE,354,3.02,47,0,0,0,0,0
00,120253509292830054,ACTIVE,134,2.96,36,3,4,0,0,0
00,120248665448330629,ACTIVE,300,2.91,50,1,2,0,0,0
00,120248464770270509,ACTIVE,500,2.87,68,2,2,0,0,0
00,120246865117370320,ACTIVE,300,2.82,78,0,1,0,0,0
00,120248918373480509,ACTIVE,200,2.76,66,3,4,1,0,0
