hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,120250857934900725,ACTIVE,1500,35.31,847,10,17,5,3,167.29999999999998
00,120249220581040455,ACTIVE,932,11.55,116,6,4,0,1,60.410000000000004
00,120250857934870725,ACTIVE,500,7.91,227,5,9,1,1,49.37
00,120250172561040389,ACTIVE,71,7.29,125,5,3,0,0,0
00,120250172561130389,ACTIVE,71,6.71,107,7,7,2,0,0
00,120250598501760229,ACTIVE,80,6.58,42,0,0,0,0,0
00,120249177863580455,ACTIVE,1682,6.36,143,4,8,0,0,0
00,120245854774890129,ACTIVE,200,6.32,131,3,5,1,1,41.98
00,120259515149350586,ACTIVE,300,6.11,79,0,4,0,0,0
00,120241066464020065,ACTIVE,1088,5.88,165,0,5,1,0,0
00,120247634863390564,ACTIVE,800,5.59,138,1,2,0,0,0
00,120244418309490436,ACTIVE,613,5.57,190,5,8,1,1,41.980000000000004
00,120249819353180455,ACTIVE,567,5.27,66,2,4,1,0,0
00,120250148796800065,ACTIVE,833,5.26,62,0,2,0,0,0
00,120245837898990436,ACTIVE,389,4.86,190,1,7,1,0,0
00,120248692777550175,ACTIVE,235,4.66,78,2,3,0,0,0
00,120245031811820436,ACTIVE,554,4.66,214,2,5,1,1,41.98
00,120249796859320455,ACTIVE,562,4.53,85,3,6,1,1,106.83999999999999
00,120251280416980589,ACTIVE,100,4.52,56,0,1,0,0,0
00,120250447195790100,ACTIVE,560,4.51,60,2,3,1,0,0
00,120248571162820214,ACTIVE,220,4.34,76,2,4,0,0,0
00,120251070317250589,ACTIVE,497,4.32,66,3,3,0,0,0
00,120249470867260126,ACTIVE,300,4.23,30,1,1,0,0,0
00,120253717969910054,ACTIVE,100,4.12,31,0,0,0,0,0
00,120249773521790455,ACTIVE,876,3.99,34,3,3,0,0,0
00,120248593499490629,ACTIVE,300,3.83,88,3,2,1,1,89.36999999999999
00,120248810047820509,ACTIVE,500,3.74,122,1,3,1,1,61.97
00,120249525081250564,ACTIVE,800,3.7,149,3,5,0,0,0
00,120247607295610752,ACTIVE,1000,3.7,70,3,7,0,0,0
00,120248800044910751,ACTIVE,1400,3.66,99,1,4,0,0,0
00,120249286008100751,ACTIVE,389,3.62,93,0,1,0,0,0
00,120246230106530436,ACTIVE,285,3.58,136,1,2,0,0,0
00,120250624117300100,ACTIVE,560,3.51,48,0,0,0,0,0
00,120249737694600455,ACTIVE,447,3.49,81,1,2,0,0,0
00,120247624307750032,ACTIVE,80,3.36,71,3,4,0,0,0
00,120250148796840065,ACTIVE,406,3.35,32,0,1,0,0,0
00,120246411234470686,ACTIVE,140,3.27,39,0,3,0,0,0
00,120247643854790590,ACTIVE,100,3.24,33,1,1,0,0,0
00,120245523851000129,ACTIVE,300,3.21,117,1,1,0,0,0
00,120255712681770771,ACTIVE,600,3.18,42,1,1,0,0,0
00,120246729148090125,ACTIVE,369,3.18,45,0,0,0,0,0
00,120250109955700695,ACTIVE,200,3.14,112,0,0,0,0,0
00,120248593499820629,ACTIVE,300,3.1,51,4,5,3,0,0
00,120249142031310564,ACTIVE,500,3.07,117,1,1,0,0,0
00,120246411339050686,ACTIVE,359,3.07,53,0,0,0,0,0
00,120249598081980216,ACTIVE,80,3.03,49,0,0,0,0,0
00,120247160080290630,ACTIVE,100,3,33,1,1,0,0,0
00,120248764599250589,ACTIVE,466,2.97,85,3,2,1,0,0
00,120246781906960179,ACTIVE,200,2.95,54,0,0,0,0,0
00,120246739474360179,ACTIVE,420,2.95,84,1,2,0,0,0
00,120247614409850674,ACTIVE,300,2.9,45,1,2,0,1,29.98
00,120244270293390320,ACTIVE,700,2.87,91,0,0,0,0,0
00,120252991682490709,ACTIVE,80,2.81,114,4,4,0,0,0
00,120248574839550695,ACTIVE,100,2.76,78,3,2,0,0,0
00,120248821149400090,ACTIVE,335,2.72,24,1,1,0,0,0
00,120248017943870097,ACTIVE,175,2.7,44,1,1,0,0,0
00,120249727768090216,ACTIVE,80,2.69,49,0,0,0,0,0
00,120245972443720177,ACTIVE,419,2.69,67,0,2,0,0,0
00,120250879849910392,ACTIVE,200,2.66,29,0,0,0,0,0
00,120249717905560469,ACTIVE,100,2.64,59,1,1,0,0,0
00,120245087420500146,ACTIVE,659,2.63,77,1,3,0,0,0
00,120249708537480561,ACTIVE,123,2.57,33,0,0,0,0,0
00,120247824573220241,ACTIVE,300,2.55,119,0,1,0,0,0
00,120250789469770586,ACTIVE,750,2.52,63,1,4,0,0,0
00,120248779196630731,ACTIVE,250,2.48,17,0,1,1,0,0
00,120246865117370320,ACTIVE,300,2.45,65,0,3,0,0,0
00,120252893633380450,ACTIVE,128,2.38,21,0,0,0,0,0
00,120249998355340389,ACTIVE,495,2.38,51,1,2,0,0,0
00,120245596108590129,ACTIVE,200,2.36,98,2,3,0,0,0
00,120244794017770320,ACTIVE,340,2.33,86,2,1,0,1,58.769999999999996
00,120246266385410436,ACTIVE,372,2.33,77,1,3,0,0,0
00,120249798237250455,ACTIVE,451,2.32,91,0,2,0,1,34.95
00,120246266411800436,ACTIVE,100,2.31,27,3,6,1,0,0
00,120250210018830100,ACTIVE,300,2.29,31,1,2,0,0,0
00,120246312788110126,ACTIVE,200,2.28,87,4,3,0,0,0
00,120246058017990436,ACTIVE,100,2.26,74,0,0,0,0,0
00,120247244150820650,ACTIVE,100,2.21,15,2,3,0,0,0
00,120247718478040320,ACTIVE,245,2.2,50,1,1,0,0,0
00,120245546721500146,ACTIVE,396,2.18,82,0,0,0,0,0
00,120248209648050559,ACTIVE,400,2.15,59,2,4,0,0,0
00,120249642397010425,ACTIVE,272,2.13,21,0,1,0,0,0
00,120247851477820707,ACTIVE,100,2.13,16,1,1,0,0,0
00,120252444275150368,ACTIVE,300,2.09,38,1,0,0,0,0
00,120249598082060216,ACTIVE,80,2.09,33,2,3,0,0,0
00,120245640145600146,ACTIVE,100,2.08,49,2,3,1,1,41.98
00,120250296535810100,ACTIVE,500,2.07,35,1,2,0,0,0
00,120245545452250146,ACTIVE,100,2.05,15,0,1,0,0,0
00,120247744471800241,ACTIVE,236,2.04,55,1,1,0,0,0
00,120248209632590559,ACTIVE,400,2,44,0,1,0,0,0
00,120247420555310752,ACTIVE,300,1.97,40,1,1,0,0,0
00,120245346459390436,ACTIVE,126,1.9,88,1,3,0,0,0
00,120249253674880462,ACTIVE,135,1.9,14,1,1,0,0,0
00,120248388520260291,ACTIVE,300,1.87,36,1,1,0,0,0
00,120249006967110708,ACTIVE,422,1.87,41,1,2,0,0,0
00,120246985309150320,ACTIVE,210,1.83,58,2,3,0,0,0
00,120253509292830054,ACTIVE,196,1.78,19,0,0,0,0,0
00,120249798276470455,ACTIVE,449,1.77,91,1,1,0,0,0
00,120249325405290389,ACTIVE,100,1.75,14,1,1,0,0,0
00,120248926854510090,ACTIVE,498,1.74,50,0,2,0,0,0
00,120246293141950436,ACTIVE,100,1.72,113,1,1,0,0,0
00,120246345569010686,ACTIVE,354,1.67,15,1,1,1,1,29.98
00,120253682244230210,ACTIVE,150,1.66,66,2,3,0,0,0
00,120247383199060533,ACTIVE,356,1.65,67,1,3,0,0,0
00,120250857475900725,ACTIVE,500,1.64,81,1,3,0,0,0
00,120249474155700642,ACTIVE,100,1.63,38,0,1,0,0,0
00,120247852317860677,ACTIVE,200,1.62,59,2,1,0,0,0
00,120250877852440057,ACTIVE,330,1.62,30,0,1,0,0,0
00,120253406029470054,ACTIVE,368,1.62,29,0,0,0,0,0
00,120245837521970436,ACTIVE,265,1.61,81,2,4,0,0,0
00,120248479510860214,ACTIVE,220,1.59,22,0,0,0,0,0
00,120249722156140561,ACTIVE,100,1.59,18,1,2,0,0,0
00,120249998355410389,ACTIVE,407,1.59,57,1,2,0,0,0
00,120247498633290172,ACTIVE,100,1.58,8,0,0,0,0,0
00,120246299672740751,ACTIVE,1300,1.58,25,0,1,0,0,0
00,120250010438780065,ACTIVE,155,1.57,20,1,1,0,0,0
00,120247476544590470,ACTIVE,10,1.57,12,0,0,0,0,0
00,120248503118740629,ACTIVE,110,1.56,50,0,0,0,0,0
00,120252565997380368,ACTIVE,80,1.55,39,0,0,0,0,0
00,120249286008110751,ACTIVE,229,1.49,33,0,0,0,0,0
00,120249461012860564,ACTIVE,100,1.48,36,1,2,0,0,0
00,120249515059370564,ACTIVE,100,1.48,23,1,2,0,0,0
00,120248022515170097,ACTIVE,562,1.48,70,2,2,0,0,0
