hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,120247634863390564,ACTIVE,800,7.98,347,3,5,0,0,0
00,120247770219440509,ACTIVE,200,7.8,168,2,4,0,0,0
00,120244618043630436,ACTIVE,1348,7.62,288,5,7,0,0,0
00,120256572736650586,ACTIVE,500,7.15,87,1,4,0,0,0
00,120244794017770320,ACTIVE,400,6.9,212,5,8,0,0,0
00,120244761869100436,ACTIVE,100,6.64,216,5,5,1,0,0
00,120249286682560368,ACTIVE,450,6.02,153,4,6,1,0,0
00,120249614588310725,ACTIVE,1000,5.91,120,0,5,0,0,0
00,120248956379790695,ACTIVE,50,5.83,93,2,3,0,0,0
00,120243593315080146,ACTIVE,348,5.63,52,2,3,0,0,0
00,120244015116230146,ACTIVE,700,5.22,80,3,4,0,0,0
00,120246005453800291,ACTIVE,650,5.2,54,2,2,0,0,0
00,120245282912580630,ACTIVE,900,4.85,114,6,7,1,1,82.45
00,120248321980990065,ACTIVE,250,4.83,102,6,0,0,0,0
00,120246299672700751,ACTIVE,500,4.56,122,2,4,0,0,0
00,120244761352230455,ACTIVE,935,4.5,117,1,4,0,0,0
00,120247336235960389,ACTIVE,100,4.49,144,3,5,0,0,0
00,120248072969470389,ACTIVE,100,4.33,115,2,4,0,0,0
00,120245848127390707,ACTIVE,500,4.26,93,3,3,0,0,0
00,120243986668280589,ACTIVE,1200,4.23,73,1,2,0,0,0
00,120246273720740455,ACTIVE,1355,4.22,110,2,4,1,0,0
00,120258091126130586,ACTIVE,500,4.06,96,2,2,0,0,0
00,120244486414960436,ACTIVE,100,4.01,105,0,0,0,0,0
00,120248573692120695,ACTIVE,120,3.9,119,2,3,0,0,0
00,120247040934570629,ACTIVE,400,3.87,142,1,1,0,0,0
00,120249613287980725,ACTIVE,1000,3.51,99,0,1,0,0,0
00,120245972443720177,ACTIVE,136,3.47,22,2,2,0,0,0
00,120245250322490642,ACTIVE,300,3.39,43,4,3,1,1,65.95
00,120247934031060303,ACTIVE,40,3.35,20,0,1,1,0,0
00,120237484145990455,ACTIVE,145,3.3,71,0,0,0,0,0
00,120244883028360686,ACTIVE,1200,3.26,69,3,5,0,0,0
00,120238960920410455,ACTIVE,425,3.25,103,2,3,0,0,0
00,120245980788570752,ACTIVE,600,3.22,117,2,4,0,0,0
00,120248893532100100,ACTIVE,500,3.01,62,3,5,1,1,52.56
00,120246023777450751,ACTIVE,1200,2.98,107,3,5,1,1,24.98
00,120249259179000116,ACTIVE,501,2.93,46,1,2,0,0,0
00,120246191098970320,ACTIVE,400,2.9,136,0,0,0,0,0
00,120246010945790630,ACTIVE,82,2.9,93,0,0,0,0,0
00,120246947981930126,ACTIVE,80,2.88,72,1,3,0,0,0
00,120246286465380752,ACTIVE,300,2.87,93,1,1,0,0,0
00,120248524362970425,ACTIVE,300,2.86,34,2,2,0,0,0
00,120247504003780425,ACTIVE,100,2.85,25,0,0,0,0,0
00,120246338028120241,ACTIVE,800,2.84,187,1,2,0,0,0
00,120240258763950179,ACTIVE,310,2.83,119,2,3,0,0,0
00,120251223975830709,ACTIVE,80,2.78,34,3,3,1,0,0
00,120247139480370564,ACTIVE,300,2.77,92,1,1,0,0,0
00,120244823852300686,ACTIVE,298,2.76,42,0,0,0,0,0
00,120246241861220533,ACTIVE,100,2.73,75,3,3,0,0,0
00,120244745582820125,ACTIVE,300,2.73,92,4,5,0,0,0
00,120242031621370065,ACTIVE,229,2.72,76,0,0,0,0,0
00,120258091658510586,ACTIVE,500,2.61,60,2,2,1,0,0
00,120247858934130544,ACTIVE,80,2.41,47,1,1,0,0,0
00,120250429792780057,ACTIVE,100,2.4,10,1,0,0,0,0
00,120249151139280057,ACTIVE,100,2.35,25,3,3,0,0,0
00,120244349823030686,ACTIVE,179,2.33,33,0,0,0,0,0
00,120244014047710146,ACTIVE,100,2.32,59,2,2,0,0,0
00,120247972621170389,ACTIVE,100,2.3,118,3,4,0,0,0
00,120252152736310054,ACTIVE,100,2.28,55,0,1,0,0,0
00,120244367774220146,ACTIVE,100,2.25,63,3,2,1,0,0
00,120239930892250650,ACTIVE,300,2.22,39,1,1,0,0,0
00,120252516139240428,ACTIVE,100,2.21,20,0,0,0,0,0
00,120246178929760752,ACTIVE,300,2.19,49,0,2,0,0,0
00,120244749327030686,ACTIVE,1100,2.16,46,1,2,0,0,0
00,120246701172120677,ACTIVE,164,2.13,52,0,0,0,0,0
00,120244264704370436,ACTIVE,100,2.12,96,2,2,2,1,68.23
00,120245514271720065,ACTIVE,115,2.11,32,2,2,0,0,0
00,120247453929680065,ACTIVE,177,2.1,54,0,1,0,0,0
00,120245327669090320,ACTIVE,400,2.09,72,0,0,1,0,0
00,120244431777030751,ACTIVE,1000,2.07,123,1,4,0,0,0
00,120249748358150589,ACTIVE,97,2.06,29,1,1,0,0,0
00,120244156901670146,ACTIVE,200,2.06,38,1,1,0,0,0
00,120246615285510642,ACTIVE,450,2.06,64,0,3,0,0,0
00,120246832874220677,ACTIVE,100,2.04,56,0,0,0,0,0
00,120245010772960663,ACTIVE,200,2.03,37,3,3,0,0,0
00,120247479945600065,ACTIVE,450,1.99,57,4,3,0,0,0
00,120245334049460065,ACTIVE,400,1.98,31,2,3,1,0,0
00,120246624479580241,ACTIVE,153,1.94,73,1,3,0,0,0
00,120245038475150436,ACTIVE,100,1.92,108,3,3,0,0,0
00,120248564072910455,ACTIVE,135,1.89,38,1,1,0,0,0
00,120247419103470214,ACTIVE,240,1.88,42,1,0,0,0,0
00,120247483185600629,ACTIVE,388,1.87,44,0,1,0,0,0
00,120243951377020125,ACTIVE,200,1.87,54,0,3,0,0,0
00,120245848127430707,ACTIVE,450,1.86,23,1,1,0,0,0
00,120244972795160678,ACTIVE,72,1.8,18,1,1,0,0,0
