hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,120245736523970177,ACTIVE,100,12.4,149,2,2,0,0,0
00,120246338028120241,ACTIVE,800,10.23,486,5,11,0,0,0
00,120252393006000428,ACTIVE,500,9.79,203,10,11,0,0,0
00,120246050713470630,ACTIVE,900,9.42,215,6,7,1,0,0
00,120244793522550320,ACTIVE,450,7.74,258,7,9,1,1,82.02
00,120240679404390629,ACTIVE,400,7.16,203,7,10,1,0,0
00,120243237372490455,ACTIVE,125,6.96,176,1,3,0,0,0
00,120247139480370564,ACTIVE,300,6.68,258,3,5,0,0,0
00,120244761233710455,ACTIVE,350,6.59,143,7,11,2,1,60.41
00,120248455243050455,ACTIVE,854,6.27,199,1,1,0,0,0
00,120249614588310725,ACTIVE,1000,6.19,129,1,2,1,0,0
00,120257843668650586,ACTIVE,500,5.8,150,2,3,0,0,0
00,120243986668280589,ACTIVE,1200,5.58,138,4,4,0,0,0
00,120245706333540025,ACTIVE,500,5.51,110,3,4,1,0,0
00,120252516139240428,ACTIVE,400,5.36,115,4,9,0,0,0
00,120246221877410629,ACTIVE,335,5.22,51,3,3,1,0,0
00,120248321980990065,ACTIVE,250,4.97,83,5,0,0,0,0
00,120246007012750630,ACTIVE,450,4.33,139,0,1,0,0,0
00,120249120674110404,ACTIVE,500,4.24,19,0,2,0,0,0
00,120251360834810166,ACTIVE,20,4.17,51,1,1,1,0,0
00,120244164741820146,ACTIVE,268,4.15,82,1,3,2,1,106.7
00,120245750558170707,ACTIVE,100,4.12,26,3,4,0,0,0
00,120245980788570752,ACTIVE,600,4.06,153,4,4,1,0,0
00,120246828454030629,ACTIVE,507,4.01,88,1,3,0,0,0
00,120258095185070586,ACTIVE,30,3.92,47,1,1,0,0,0
00,120243205951310642,ACTIVE,159,3.82,34,2,2,0,0,0
00,120247136451350725,ACTIVE,500,3.72,102,1,1,0,0,0
00,120244428953860686,ACTIVE,100,3.67,39,1,3,0,0,0
00,120246471244780065,ACTIVE,229,3.65,71,2,3,0,0,0
00,120247601538900425,ACTIVE,200,3.63,66,2,2,0,0,0
00,120245469696040686,ACTIVE,100,3.59,202,2,3,0,0,0
00,120250540664990577,ACTIVE,88,3.56,87,1,1,0,1,30.17
00,120246670033370677,ACTIVE,500,3.55,118,0,1,0,0,0
00,120250596505340709,ACTIVE,100,3.51,19,0,0,0,0,0
00,120251576447330651,ACTIVE,20,3.48,39,0,0,0,0,0
00,120245404387150125,ACTIVE,200,3.39,58,3,3,1,0,0
00,120244302651980146,ACTIVE,1000,3.39,112,2,3,0,0,0
00,120249181320780229,ACTIVE,216,3.36,82,0,0,0,0,0
00,120251509396740651,ACTIVE,20,3.32,69,0,1,0,0,0
00,120245759610260179,ACTIVE,400,3.23,125,3,4,0,0,0
00,120249754760810019,ACTIVE,300,3.2,71,4,6,0,0,0
00,120248416194170455,ACTIVE,400,3.15,87,0,0,0,0,0
00,120242031621370065,ACTIVE,229,3.12,51,0,0,0,0,0
00,120245339157220686,ACTIVE,291,3.1,32,1,1,0,0,0
00,120247762683780509,ACTIVE,250,3.08,47,1,1,0,0,0
00,120247335070640389,ACTIVE,100,3.01,128,5,5,1,0,0
00,120252337542810054,ACTIVE,118,2.98,26,0,1,0,0,0
00,120250566242310577,ACTIVE,100,2.79,67,4,4,0,0,0
00,120248893532100100,ACTIVE,500,2.78,96,1,2,1,0,0
00,120250641402060577,ACTIVE,100,2.78,31,2,1,1,0,0
00,120246131536730780,ACTIVE,80,2.66,40,1,1,0,0,0
00,120247061936980509,ACTIVE,200,2.65,83,0,1,0,0,0
00,120246832758790677,ACTIVE,300,2.62,93,0,0,0,0,0
00,120244034916020436,ACTIVE,242,2.57,91,2,4,0,0,0
00,120247322669120509,ACTIVE,200,2.55,50,0,0,0,0,0
00,120245631777490686,ACTIVE,80,2.54,44,2,2,0,0,0
00,120248229485400425,ACTIVE,360,2.51,56,1,2,2,1,39.980000000000004
00,120242907734560129,ACTIVE,100,2.5,75,1,1,0,0,0
00,120248596343100048,ACTIVE,100,2.45,28,0,0,0,0,0
00,120249178308050725,ACTIVE,100,2.45,31,0,0,0,0,0
00,120245334049460065,ACTIVE,680,2.41,50,1,4,1,0,0
00,120246891215890677,ACTIVE,100,2.39,29,2,1,1,1,73.05000000000001
00,120247199911460090,ACTIVE,469,2.38,69,1,1,0,0,0
00,120246040085600751,ACTIVE,600,2.37,44,1,1,0,0,0
00,120244749327030686,ACTIVE,1000,2.37,25,1,1,0,0,0
00,120243276755660065,ACTIVE,850,2.35,58,1,2,0,0,0
00,120249286682560368,ACTIVE,450,2.34,92,2,2,0,0,0
00,120248793927650152,ACTIVE,200,2.3,131,4,4,0,0,0
00,120248204610010425,ACTIVE,392,2.3,46,0,0,0,0,0
00,120247762435840509,ACTIVE,200,2.3,39,0,0,0,0,0
00,120250413795050709,ACTIVE,150,2.28,45,2,3,0,0,0
00,120248645284270152,ACTIVE,340,2.26,56,0,1,0,0,0
00,120246306322540533,ACTIVE,67,2.23,119,0,1,0,0,0
00,120246232539370090,ACTIVE,132,2.22,47,1,2,0,0,0
00,120246286465380752,ACTIVE,300,2.2,43,3,3,0,0,0
00,120248414403410695,ACTIVE,375,2.2,117,0,1,0,0,0
00,120244486414960436,ACTIVE,100,2.2,90,3,3,0,0,0
00,120239930892250650,ACTIVE,500,2.19,48,4,5,0,0,0
00,120246005453800291,ACTIVE,650,2.17,48,1,2,0,0,0
00,120245949924540025,ACTIVE,150,2.15,27,0,0,0,0,0
00,120249360668950725,ACTIVE,100,2.14,46,1,1,0,0,0
00,120247479945600065,ACTIVE,360,2.11,87,2,3,0,0,0
00,120248955593120695,ACTIVE,136,2.1,21,0,1,0,0,0
00,120249431214270100,ACTIVE,100,2.09,46,0,0,0,0,0
00,120243063569770146,ACTIVE,465,2.05,58,2,3,0,0,0
00,120244505718600686,ACTIVE,1000,2.04,40,0,0,0,0,0
00,120248598666870425,ACTIVE,200,2.02,28,0,0,0,0,0
00,120247813840340065,ACTIVE,168,2.01,37,0,0,0,0,0
00,120244880653330686,ACTIVE,100,2,29,1,1,0,0,0
00,120244471201830129,ACTIVE,120,1.99,78,2,4,1,0,0
00,120244389916660436,ACTIVE,109,1.99,58,1,1,0,0,0
00,120247175023780065,ACTIVE,100,1.96,42,0,1,0,0,0
00,120246050713310630,ACTIVE,230,1.95,21,0,1,0,0,0
00,120244073937770705,ACTIVE,100,1.94,23,0,1,1,1,29.98
00,120243593315080146,ACTIVE,485,1.93,37,1,1,0,0,0
00,120244480112510436,ACTIVE,150,1.93,78,3,6,1,1,99.72
00,120246402942850533,ACTIVE,100,1.93,39,5,3,0,0,0
00,120244883028360686,ACTIVE,900,1.91,46,0,0,0,0,0
00,120251223975900709,ACTIVE,500,1.9,42,1,1,0,0,0
00,120247304965600477,ACTIVE,100,1.85,31,1,1,0,0,0
00,120245923045620168,ACTIVE,100,1.81,29,0,0,0,0,0
00,120248426685080564,ACTIVE,100,1.8,32,1,1,0,0,0
00,120246023777450751,ACTIVE,1200,1.78,34,1,3,0,0,0
00,120252198020010210,ACTIVE,109,1.78,21,0,0,0,0,0
00,120246220485510177,ACTIVE,100,1.77,32,2,2,0,0,0
00,120245250780680175,ACTIVE,125,1.72,48,0,3,0,0,0
00,120244452712050146,ACTIVE,500,1.71,20,0,0,0,0,0
00,120248539381110725,ACTIVE,100,1.71,29,0,0,0,0,0
00,120245642739620125,ACTIVE,200,1.71,34,0,2,0,0,0
00,120245205425940677,ACTIVE,100,1.68,48,1,1,0,0,0
00,120244083558220146,ACTIVE,320,1.66,40,1,1,1,0,0
00,120249498266450589,ACTIVE,330,1.66,20,1,2,1,1,49.52
00,120246615285510642,ACTIVE,450,1.63,40,0,0,0,0,0
00,120246276719190650,ACTIVE,100,1.59,32,0,0,0,0,0
00,120250278918690653,ACTIVE,80,1.59,33,1,3,0,0,0
00,120249005372660589,ACTIVE,189,1.55,22,1,2,0,0,0
00,120248538756480561,ACTIVE,60,1.54,47,1,2,0,0,0
00,120245848127430707,ACTIVE,200,1.54,30,1,2,0,0,0
00,120245380137820707,ACTIVE,300,1.52,23,0,0,0,0,0
00,120246283621100177,ACTIVE,90,1.51,8,1,1,0,0,0
00,120250895500810586,ACTIVE,300,1.51,69,2,2,2,0,0
00,120246402943010533,ACTIVE,100,1.49,30,1,1,0,0,0
00,120249347498540100,ACTIVE,100,1.49,40,2,2,0,0,0
00,120246169445720320,ACTIVE,100,1.45,56,1,1,0,0,0
00,120244163991370436,ACTIVE,150,1.45,64,4,5,0,0,0
00,120248050137610065,ACTIVE,240,1.42,36,1,1,0,0,0
00,120246300475250650,ACTIVE,200,1.37,34,0,0,0,0,0
00,120245939066470025,ACTIVE,200,1.36,40,1,1,0,0,0
00,120242301213710065,ACTIVE,550,1.36,58,2,3,0,0,0
00,120246624479580241,ACTIVE,172,1.35,88,1,1,0,0,0
00,120251576088460651,ACTIVE,200,1.32,41,2,3,0,0,0
00,120247822522790043,ACTIVE,320,1.32,28,2,3,0,0,0
00,120245738102920780,ACTIVE,150,1.32,28,1,1,1,0,0
00,120248512806040048,ACTIVE,100,1.32,38,0,2,0,0,0
00,120248801075450431,ACTIVE,130,1.28,51,0,0,0,0,0
00,120249826842030100,ACTIVE,80,1.24,8,0,0,0,0,0
00,120247770604660509,ACTIVE,100,1.22,39,0,0,0,0,0
00,120241066464020065,ACTIVE,289,1.21,62,1,1,0,0,0
00,120249115230940100,ACTIVE,100,1.19,27,0,1,0,0,0
00,120248427381820564,ACTIVE,100,1.18,39,1,2,0,0,0
00,120246070715810752,ACTIVE,100,1.17,28,0,1,0,0,0
00,120246417765860752,ACTIVE,77,1.17,48,0,0,0,0,0
00,120249140601980100,ACTIVE,300,1.15,12,2,1,1,0,0
00,120243508760940146,ACTIVE,100,1.15,25,0,0,0,0,0
00,120248556140990663,ACTIVE,300,1.14,15,0,0,0,0,0
00,120245557729330686,ACTIVE,80,1.1,19,0,0,0,0,0
00,120244837091050678,ACTIVE,60,1.09,10,1,1,1,1,57.98
00,120248528450570455,ACTIVE,100,1.09,35,0,0,0,0,0
00,120249748358150589,ACTIVE,151,1.07,20,0,0,0,0,0
00,120246259925420674,ACTIVE,100,1.06,27,0,0,0,0,0
00,120246050713630630,ACTIVE,86,1.05,43,0,1,0,0,0
00,120245284137900686,ACTIVE,500,1.04,25,0,0,0,0,0
00,120247086366560097,ACTIVE,80,1.03,32,1,1,0,0,0
00,120244164847370788,ACTIVE,200,1.03,17,0,0,0,0,0
00,120248808316220695,ACTIVE,200,1.02,16,0,0,0,0,0
00,120249412510530100,ACTIVE,113,1.02,17,0,0,0,0,0
00,120247573916610214,ACTIVE,135,1.01,16,0,0,0,0,0
00,120247583319740586,ACTIVE,300,1,27,1,2,0,0,0
00,120249283732990100,ACTIVE,148,0.99,23,0,1,0,0,0
00,120242656322210455,ACTIVE,135,0.97,29,1,1,0,0,0
00,120247058049910303,ACTIVE,80,0.97,11,1,1,0,0,0
00,120245346459390436,ACTIVE,100,0.96,43,1,1,0,0,0
00,120246382556450462,ACTIVE,100,0.96,12,1,2,0,0,0
00,120246974343430674,ACTIVE,80,0.96,15,0,0,0,0,0
00,120246754801740509,ACTIVE,200,0.95,32,0,0,0,0,0
00,120250827793580013,ACTIVE,80,0.94,25,2,2,0,0,0
00,120249615629760603,ACTIVE,100,0.94,9,0,0,0,0,0
00,120244073937740705,ACTIVE,100,0.93,32,0,1,0,0,0
00,120251659288280166,ACTIVE,50,0.89,3,0,0,0,0,0
00,120258089121520586,ACTIVE,30,0.89,13,0,0,0,0,0
00,120249286765290368,ACTIVE,200,0.88,30,0,0,0,0,0
00,120245889270610065,ACTIVE,40,0.88,19,2,1,1,0,0
00,120250122186270319,ACTIVE,120,0.88,26,0,0,0,0,0
00,120247858934130544,ACTIVE,90,0.88,25,0,0,0,0,0
00,120250279061630653,ACTIVE,80,0.87,19,0,0,0,0,0
00,120248534140900544,ACTIVE,82,0.86,23,0,0,0,0,0
00,120250466943310577,ACTIVE,100,0.86,19,0,0,0,0,0
00,120244431777030751,ACTIVE,1000,0.86,16,0,1,0,0,0
00,120248142069690065,ACTIVE,100,0.83,20,0,0,0,0,0
00,120246381767620032,ACTIVE,200,0.83,27,2,2,1,0,0
00,120248524362970425,ACTIVE,300,0.83,35,2,3,0,0,0
00,120243951377020125,ACTIVE,200,0.82,28,0,0,0,0,0
00,120248540698960725,ACTIVE,100,0.82,17,0,0,0,0,0
