hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,120244761233710455,ACTIVE,920,12.3,368,6,9,0,0,0
00,120248755684290455,ACTIVE,1200,10.3,283,1,0,0,0,0
00,120245980788570752,ACTIVE,600,9.29,211,7,8,0,0,0
00,120240679404390629,ACTIVE,400,8.92,230,1,2,0,0,0
00,120245346459390436,ACTIVE,500,7.97,211,7,7,2,1,68.22
00,120248622152780695,ACTIVE,110,7.39,282,5,7,1,0,0
00,120249060988170152,ACTIVE,101,7.22,196,5,5,0,0,0
00,120246670033370677,ACTIVE,800,7.12,327,3,3,1,0,0
00,120248082904030663,ACTIVE,150,5.98,52,2,3,1,0,0
00,120244883028360686,ACTIVE,500,5.24,55,2,4,0,0,0
00,120248321980990065,ACTIVE,250,4.68,101,3,0,0,0,0
00,120250949770940013,ACTIVE,400,4.26,132,1,1,0,0,0
00,120245250322490642,ACTIVE,300,4.25,105,4,5,1,1,37.95
00,120249286682560368,ACTIVE,585,4.12,103,3,5,1,1,96.76
00,120247901619920090,ACTIVE,127,3.98,65,0,0,0,0,0
00,120243986668280589,ACTIVE,1200,3.85,116,0,1,0,0,0
00,120247573916610214,ACTIVE,135,3.76,37,1,1,0,0,0
00,120245706333540025,ACTIVE,500,3.75,48,6,7,2,0,0
00,120247136451350725,ACTIVE,1000,3.56,134,1,3,1,0,0
00,120240258763950179,ACTIVE,460,3.51,195,2,6,1,0,0
00,120246785226280564,ACTIVE,320,3.42,147,3,4,0,0,0
00,120244480112510436,ACTIVE,428,3.41,143,2,4,0,0,0
00,120251868137060166,ACTIVE,10,3.4,46,0,0,0,0,0
00,120246050712990630,ACTIVE,220,3.35,65,2,2,1,0,0
00,120249120674110404,ACTIVE,500,3.34,84,1,2,0,0,0
00,120247245979210389,ACTIVE,600,3.34,72,1,1,0,0,0
00,120244034916020436,ACTIVE,776,3.27,131,2,4,1,0,0
00,120250789469770586,ACTIVE,500,3.16,68,0,6,0,0,0
00,120246338028120241,ACTIVE,420,3.08,177,4,5,1,1,41.98
00,120249754760810019,ACTIVE,300,2.98,101,3,6,1,1,51.22
00,120248574839550695,ACTIVE,187,2.95,99,1,1,0,0,0
00,120247547590960642,ACTIVE,369,2.93,51,1,3,0,0,0
00,120252454563420054,ACTIVE,100,2.92,29,0,0,0,0,0
00,120247751923180214,ACTIVE,135,2.86,30,1,2,0,0,0
00,120247872427160090,ACTIVE,325,2.84,23,0,0,0,0,0
00,120248911416770577,ACTIVE,301,2.79,49,3,3,0,0,0
00,120244076954630146,ACTIVE,1500,2.76,84,1,1,0,0,0
00,120249449604610725,ACTIVE,1000,2.74,40,0,1,0,0,0
00,120249924660180100,ACTIVE,300,2.67,45,1,1,0,0,0
00,120247377722540477,ACTIVE,100,2.67,34,1,2,0,0,0
00,120245218353240788,ACTIVE,350,2.59,56,1,1,0,0,0
00,120246701172200677,ACTIVE,117,2.55,52,1,1,0,0,0
00,120243276755660065,ACTIVE,850,2.47,61,1,1,0,0,0
00,120248752320410389,ACTIVE,153,2.39,64,2,2,0,0,0
00,120251781902380045,ACTIVE,100,2.39,20,0,1,0,0,0
00,120249790639400725,ACTIVE,500,2.38,45,2,6,1,1,68.56
00,120246023777450751,ACTIVE,1200,2.34,58,3,7,1,1,105.83000000000001
00,120246961169180241,ACTIVE,350,2.32,41,1,1,0,0,0
00,120249498266450589,ACTIVE,330,2.28,50,1,1,1,2,99.04
00,120247378425210561,ACTIVE,380,2.27,75,4,2,0,0,0
00,120244452107570146,ACTIVE,500,2.24,36,2,3,0,0,0
00,120248645284270152,ACTIVE,270,2.23,62,1,2,0,0,0
00,120247001920940477,ACTIVE,100,2.22,26,0,0,0,0,0
00,120246219468190177,ACTIVE,100,2.22,19,2,0,0,0,0
00,120248455821250455,ACTIVE,125,2.21,31,1,1,0,0,0
00,120245557729330686,ACTIVE,100,2.2,54,2,2,0,0,0
00,120243593315080146,ACTIVE,257,2.18,25,1,1,0,0,0
00,120248721753290425,ACTIVE,100,2.18,27,1,1,0,0,0
00,120244694121960146,ACTIVE,500,2.18,49,0,0,0,0,0
00,120245284052330686,ACTIVE,1000,2.17,61,0,0,0,0,0
00,120251425264570709,ACTIVE,800,2.16,55,0,0,0,0,0
00,120248616763790065,ACTIVE,100,2.13,63,5,6,1,1,135.94
00,120246808108970320,ACTIVE,120,2.1,52,1,1,0,0,0
00,120248848966480389,ACTIVE,162,2.1,81,2,1,0,0,0
00,120251781652330045,ACTIVE,100,2.05,15,0,1,0,0,0
00,120247293642140642,ACTIVE,400,2.02,42,1,1,0,0,0
00,120244963676310686,ACTIVE,1000,1.96,44,1,2,0,0,0
00,120249286765290368,ACTIVE,200,1.93,56,3,3,1,0,0
00,120250895500810586,ACTIVE,500,1.9,82,2,3,0,0,0
00,120246828454030629,ACTIVE,659.1,1.87,53,0,1,0,0,0
00,120246297341700177,ACTIVE,100,1.86,32,2,1,0,0,0
00,120247768374650175,ACTIVE,88,1.84,30,2,2,0,0,0
00,120245334049460065,ACTIVE,680,1.81,33,2,1,0,0,0
00,120239930892250650,ACTIVE,500,1.76,52,1,1,0,0,0
00,120244691564740146,ACTIVE,100,1.74,57,0,1,0,0,0
00,120246818759970303,ACTIVE,40,1.73,22,1,1,0,0,0
00,120248809099210431,ACTIVE,220,1.66,55,2,2,0,0,0
00,120246286465380752,ACTIVE,300,1.64,71,1,1,0,0,0
00,120246902225450241,ACTIVE,164,1.64,53,2,4,1,1,66.47999999999999
00,120245923045620168,ACTIVE,100,1.62,42,4,1,1,1,39.620000000000005
00,120251781652550045,ACTIVE,100,1.62,14,0,0,0,0,0
